,Player,Ov,Runs,Wkts,Maid,Dots,SR,Against,Venue,Match Date
910,Sandeep Sharma,4,21,3,1,16,8,KKR,Zayed Cricket Stadium,26-Apr-14
911,Umesh Yadav,4,13,3,0,15,8,PBKS,Eden Gardens,28-May-14
912,Bhuvneshwar Kumar,4,19,3,0,15,8,PBKS,Sharjah Cricket Stadium,22-Apr-14
913,Samuel Badree,4,19,1,0,15,24,RR,JSCA Stadium,13-May-14
914,Dale Steyn,4,20,2,0,15,12,MI,Dubai International Stadium,30-Apr-14
915,Sandeep Sharma,4,25,3,0,15,8,RCB,M. Chinnaswamy Stadium,09-May-14
916,Morne Morkel,4,32,1,1,15,24,SRH,Eden Gardens,24-May-14
917,Ishwar Pandey,4,34,1,0,15,24,MI,Wankhede Stadium,10-May-14
918,Ravindra Jadeja,4,12,4,0,14,6,KKR,JSCA Stadium,02-May-14
919,Mohit Sharma,4,14,4,0,14,6,MI,Dubai International Stadium,25-Apr-14
920,Karn Sharma,4,17,3,0,14,8,RCB,M. Chinnaswamy Stadium,04-May-14
921,Lasith Malinga,4,17,2,0,14,12,DC,Sharjah Cricket Stadium,27-Apr-14
922,Sunil Narine,4,17,1,0,14,24,RCB,Sharjah Cricket Stadium,24-Apr-14
923,Pravin Tambe,4,20,4,0,14,6,RCB,Zayed Cricket Stadium,26-Apr-14
924,Morne Morkel,4,21,0,0,14,0,RCB,Eden Gardens,22-May-14
925,Ishwar Pandey,4,22,1,1,14,24,RR,Dubai International Stadium,23-Apr-14
926,Axar Patel,4,22,1,0,14,24,RR,Sharjah Cricket Stadium,20-Apr-14
927,Morne Morkel,4,23,2,0,14,12,PBKS,Eden Gardens,28-May-14
928,Mitchell Starc,4,29,2,0,14,12,RR,Zayed Cricket Stadium,26-Apr-14
929,Mohammad Shami,4,30,1,0,14,24,RCB,Sharjah Cricket Stadium,17-Apr-14
930,Morne Morkel,4,35,2,0,14,12,MI,Barabati Stadium,14-May-14
931,Axar Patel,4,11,2,1,13,12,KKR,Eden Gardens,28-May-14
932,Amit Mishra,4,13,0,0,13,0,RR,Narendra Modi Stadium,08-May-14
933,Varun Aaron,4,16,3,0,13,8,KKR,Sharjah Cricket Stadium,24-Apr-14
934,Ravi Rampaul,4,16,0,0,13,0,RR,Zayed Cricket Stadium,26-Apr-14
935,Sunil Narine,4,20,4,0,13,6,MI,Zayed Cricket Stadium,16-Apr-14
936,Sunil Narine,4,21,1,0,13,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,18-May-14
937,Shakib Al Hasan,4,21,1,0,13,24,MI,Barabati Stadium,14-May-14
938,Yuzvendra Chahal,3,17,1,1,13,18,RR,Zayed Cricket Stadium,26-Apr-14
939,Ishwar Pandey,4,23,2,0,13,12,DC,Zayed Cricket Stadium,21-Apr-14
940,Jasprit Bumrah,4,25,0,0,13,0,PBKS,Wankhede Stadium,03-May-14
941,Morne Morkel,4,26,1,0,13,24,PBKS,Zayed Cricket Stadium,26-Apr-14
942,Muttiah Muralitharan,4,26,0,0,13,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,20-May-14
943,Mohit Sharma,4,31,3,0,13,8,RR,JSCA Stadium,13-May-14
944,Ben Hilfenhaus,4,34,1,0,13,24,DC,Arun Jaitley Stadium,05-May-14
945,Varun Aaron,3,9,1,1,12,18,DC,Sharjah Cricket Stadium,17-Apr-14
946,Lakshmipathy Balaji,4,13,4,0,12,6,SRH,Sharjah Cricket Stadium,22-Apr-14
947,Shakib Al Hasan,4,13,1,0,12,24,DC,Arun Jaitley Stadium,07-May-14
948,Ashok Dinda,4,14,1,0,12,24,MI,Dubai International Stadium,19-Apr-14
949,Harbhajan Singh,4,14,0,0,12,0,RCB,Dubai International Stadium,19-Apr-14
950,Karanveer Singh,4,16,2,0,12,12,RR,IS Bindra Stadium,23-May-14
951,Axar Patel,4,18,1,1,12,24,DC,Arun Jaitley Stadium,19-May-14
952,Mitchell Johnson,4,19,2,0,12,12,RCB,Dubai International Stadium,28-Apr-14
953,Karn Sharma,4,19,2,0,12,12,CSK,JSCA Stadium,22-May-14
954,Sandeep Sharma,3,15,3,1,12,6,RCB,Dubai International Stadium,28-Apr-14
955,Ankit Sharma,4,20,2,0,12,12,CSK,JSCA Stadium,13-May-14
956,Albie Morkel,4,20,1,0,12,24,PBKS,M. Chinnaswamy Stadium,09-May-14
957,Dale Steyn,4,20,0,0,12,0,CSK,Sharjah Cricket Stadium,27-Apr-14
958,Axar Patel,4,20,0,0,12,0,KKR,Barabati Stadium,11-May-14
959,Shane Watson,4,21,3,0,12,8,KKR,Narendra Modi Stadium,05-May-14
960,Zaheer Khan,4,21,2,0,12,12,RCB,Dubai International Stadium,19-Apr-14
961,Bhuvneshwar Kumar,4,21,2,0,12,12,MI,Rajiv Gandhi Intl. Cricket Stadium,12-May-14
962,Ishwar Pandey,4,21,0,0,12,0,MI,Dubai International Stadium,25-Apr-14
963,Jasprit Bumrah,4,22,2,0,12,12,RCB,Wankhede Stadium,06-May-14
964,Rishi Dhawan,4,23,2,0,12,12,MI,Wankhede Stadium,03-May-14
965,Shahbaz Nadeem,4,24,1,0,12,24,SRH,Dubai International Stadium,25-Apr-14
966,Shakib Al Hasan,4,25,2,0,12,12,CSK,JSCA Stadium,02-May-14
967,Mitchell Johnson,4,25,1,0,12,24,RCB,M. Chinnaswamy Stadium,09-May-14
968,Shakib Al Hasan,4,25,1,1,12,24,SRH,Eden Gardens,24-May-14
969,Shivam Sharma,4,26,2,0,12,12,RCB,M. Chinnaswamy Stadium,09-May-14
970,Mitchell Johnson,4,26,2,0,12,12,SRH,Sharjah Cricket Stadium,22-Apr-14
971,Ravichandran Ashwin,4,26,1,0,12,24,MI,Brabourne Stadium,28-May-14
972,Nathan Coulter-Nile,4,27,2,0,12,12,KKR,Dubai International Stadium,19-Apr-14
973,Pravin Tambe,4,27,1,0,12,24,CSK,Dubai International Stadium,23-Apr-14
974,Harbhajan Singh,4,27,0,0,12,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,12-May-14
975,Axar Patel,4,28,2,0,12,12,DC,IS Bindra Stadium,25-May-14
976,Pat Cummins,4,29,1,1,12,24,CSK,Eden Gardens,20-May-14
977,Ravindra Jadeja,4,31,1,0,12,24,RCB,JSCA Stadium,18-May-14
978,Vinay Kumar,4,32,1,0,12,24,SRH,Eden Gardens,24-May-14
979,Rajat Bhatia,4,13,2,0,11,12,CSK,Dubai International Stadium,23-Apr-14
980,Rishi Dhawan,4,14,2,0,11,12,RCB,Dubai International Stadium,28-Apr-14
981,Axar Patel,4,16,2,0,11,12,KKR,Zayed Cricket Stadium,26-Apr-14
982,Lakshmipathy Balaji,4,17,1,0,11,24,RCB,Dubai International Stadium,28-Apr-14
983,Kane Richardson,4,18,2,0,11,12,RCB,Zayed Cricket Stadium,26-Apr-14
984,Yuzvendra Chahal,4,18,1,0,11,24,DC,Sharjah Cricket Stadium,17-Apr-14
985,Parvinder Awana,3,15,2,1,11,9,DC,IS Bindra Stadium,25-May-14
986,Dale Steyn,4,20,2,0,11,12,DC,Arun Jaitley Stadium,10-May-14
987,Wayne Parnell,4,21,2,0,11,12,KKR,Arun Jaitley Stadium,07-May-14
988,Mitchell Starc,4,21,2,0,11,12,MI,Dubai International Stadium,19-Apr-14
989,Mitchell Starc,4,21,2,0,11,12,SRH,M. Chinnaswamy Stadium,04-May-14
990,Ravichandran Ashwin,4,21,1,0,11,24,KKR,JSCA Stadium,02-May-14
991,Imran Tahir,4,22,3,0,11,8,PBKS,Arun Jaitley Stadium,19-May-14
992,Rishi Dhawan,4,22,1,0,11,24,DC,IS Bindra Stadium,25-May-14
993,Lasith Malinga,4,22,0,0,11,0,CSK,Dubai International Stadium,25-Apr-14
994,Dhawal Kulkarni,4,23,2,0,11,12,SRH,Zayed Cricket Stadium,18-Apr-14
995,Zaheer Khan,4,23,1,0,11,24,KKR,Zayed Cricket Stadium,16-Apr-14
996,Sunil Narine,4,24,3,0,11,8,PBKS,Zayed Cricket Stadium,26-Apr-14
997,Sunil Narine,4,24,1,0,11,24,CSK,Eden Gardens,20-May-14
998,Dhawal Kulkarni,3,18,0,0,11,0,CSK,Dubai International Stadium,23-Apr-14
999,Lasith Malinga,4,25,1,0,11,24,PBKS,Wankhede Stadium,03-May-14
1000,Wayne Parnell,4,25,1,0,11,24,CSK,Arun Jaitley Stadium,05-May-14
1001,Mitchell Johnson,4,26,0,0,11,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,14-May-14
1002,Dale Steyn,4,26,0,0,11,0,PBKS,Sharjah Cricket Stadium,22-Apr-14
1003,Mitchell Johnson,3.2,22,2,0,11,10,KKR,Zayed Cricket Stadium,26-Apr-14
1004,Axar Patel,4,27,1,0,11,24,MI,IS Bindra Stadium,21-May-14
1005,Kane Richardson,4,28,1,0,11,24,KKR,Zayed Cricket Stadium,29-Apr-14
1006,Dale Steyn,4,29,2,0,11,12,RR,Zayed Cricket Stadium,18-Apr-14
1007,Mitchell Johnson,4,29,1,0,11,24,RR,Sharjah Cricket Stadium,20-Apr-14
1008,Jasprit Bumrah,4,30,1,1,11,24,RR,Wankhede Stadium,25-May-14
1009,Dale Steyn,4,31,2,0,11,12,RR,Narendra Modi Stadium,08-May-14
1010,Praveen Kumar,4,31,2,0,11,12,CSK,Wankhede Stadium,10-May-14
1011,Laxmi Ratan Shukla,4,31,1,0,11,24,CSK,Arun Jaitley Stadium,05-May-14
1012,Shivam Sharma,4,31,1,0,11,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,14-May-14
1013,Ben Hilfenhaus,4,32,2,0,11,12,SRH,Sharjah Cricket Stadium,27-Apr-14
1014,Ben Hilfenhaus,4,32,1,0,11,24,RR,Dubai International Stadium,23-Apr-14
1015,Sandeep Sharma,4,32,0,0,11,0,KKR,Barabati Stadium,11-May-14
1016,Lasith Malinga,3.4,30,1,0,11,22,KKR,Barabati Stadium,14-May-14
1017,Sandeep Sharma,4,35,3,0,11,8,DC,Arun Jaitley Stadium,19-May-14
1018,Sandeep Sharma,3.1,29,2,0,11,9.5,MI,Wankhede Stadium,03-May-14
1019,Ishant Sharma,4,37,2,0,11,12,CSK,Sharjah Cricket Stadium,27-Apr-14
1020,Siddarth Kaul,4,37,1,0,11,24,RCB,M. Chinnaswamy Stadium,13-May-14
1021,Mitchell Johnson,4,37,0,0,11,0,MI,Wankhede Stadium,03-May-14
1022,Mohit Sharma,4,38,2,0,11,12,PBKS,Barabati Stadium,07-May-14
1023,Mohammad Shami,4,39,1,0,11,24,PBKS,Arun Jaitley Stadium,19-May-14
1024,Varun Aaron,4,41,1,0,11,24,MI,Wankhede Stadium,06-May-14
1025,Kane Richardson,4,43,2,0,11,12,RCB,M. Chinnaswamy Stadium,11-May-14
1026,Dale Steyn,4,43,0,0,11,0,KKR,Eden Gardens,24-May-14
1027,Dale Steyn,4,43,0,0,11,0,CSK,JSCA Stadium,22-May-14
1028,Dhawal Kulkarni,4,50,1,0,11,24,PBKS,Sharjah Cricket Stadium,20-Apr-14
1029,Ravichandran Ashwin,2,3,2,0,10,6,DC,Zayed Cricket Stadium,21-Apr-14
1030,Jaydev Unadkat,2,3,1,0,10,12,PBKS,IS Bindra Stadium,25-May-14
1031,Lasith Malinga,4,15,2,0,10,12,CSK,Wankhede Stadium,10-May-14
1032,Ravindra Jadeja,4,18,2,0,10,12,RR,JSCA Stadium,13-May-14
1033,Sunil Narine,4,18,1,0,10,24,MI,Barabati Stadium,14-May-14
1034,Piyush Chawla,4,19,3,0,10,8,PBKS,Zayed Cricket Stadium,26-Apr-14
1035,Sunil Narine,4,19,0,0,10,0,SRH,Eden Gardens,24-May-14
1036,Axar Patel,4,20,2,0,10,12,SRH,Sharjah Cricket Stadium,22-Apr-14
1037,Axar Patel,4,21,0,0,10,0,KKR,M. Chinnaswamy Stadium,01-Jun-14
1038,Harbhajan Singh,4,22,2,0,10,12,KKR,Barabati Stadium,14-May-14
1039,Mohammad Shami,4,22,1,0,10,24,RR,Arun Jaitley Stadium,03-May-14
1040,Harbhajan Singh,4,22,0,0,10,0,CSK,Wankhede Stadium,10-May-14
1041,Lasith Malinga,4,23,4,0,10,6,KKR,Zayed Cricket Stadium,16-Apr-14
1042,Ankit Sharma,4,23,2,0,10,12,MI,Narendra Modi Stadium,19-May-14
1043,Bhuvneshwar Kumar,4,23,2,0,10,12,CSK,Sharjah Cricket Stadium,27-Apr-14
1044,Ravindra Jadeja,4,23,1,0,10,24,DC,Arun Jaitley Stadium,05-May-14
1045,Karn Sharma,4,23,1,0,10,24,DC,Dubai International Stadium,25-Apr-14
1046,Bhuvneshwar Kumar,4,23,1,0,10,24,DC,Arun Jaitley Stadium,10-May-14
1047,Harbhajan Singh,4,23,0,1,10,0,DC,Sharjah Cricket Stadium,27-Apr-14
1048,Dhawal Kulkarni,4,24,1,1,10,24,DC,Narendra Modi Stadium,15-May-14
1049,Piyush Chawla,4,24,1,0,10,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,18-May-14
1050,Zaheer Khan,4,9,2,1,18,12,CSK,Shaheed Veer Narayan Singh International Cricket Stadium,12-May-15
1051,Mitchell Johnson,4,23,2,1,17,12,MI,Wankhede Stadium,12-Apr-15
1052,Ravichandran Ashwin,4,13,1,0,16,24,RCB,JSCA Stadium,22-May-15
1053,Harbhajan Singh,4,11,2,1,15,12,DC,Wankhede Stadium,05-May-15
1054,Ashish Nehra,4,16,2,0,15,12,PBKS,Chidambaram,25-Apr-15
1055,Ravichandran Ashwin,4,17,2,0,15,12,MI,Chidambaram,08-May-15
1056,Morne Morkel,4,18,2,1,15,12,MI,Eden Gardens,08-Apr-15
1057,Shahbaz Nadeem,4,18,0,1,15,0,CSK,Shaheed Veer Narayan Singh International Cricket Stadium,12-May-15
1058,Sandeep Sharma,4,25,4,1,15,6,KKR,Maharashtra Cricket Association's International Stadium,18-Apr-15
1059,Mitchell McClenaghan,4,25,3,0,15,8,CSK,Eden Gardens,24-May-15
1060,Ashish Nehra,4,28,1,0,15,24,MI,Wankhede Stadium,19-May-15
1061,Marchant de Lange,4,30,0,1,15,0,CSK,Chidambaram,08-May-15
1062,Trent Boult,4,36,3,0,15,8,RCB,M. Chinnaswamy Stadium,13-Apr-15
1063,Ashish Nehra,4,10,4,0,14,6,RCB,M. Chinnaswamy Stadium,22-Apr-15
1064,Sandeep Sharma,4,12,1,1,14,24,MI,Wankhede Stadium,12-Apr-15
1065,Ravichandran Ashwin,4,14,2,0,14,12,PBKS,Chidambaram,25-Apr-15
1066,Ravichandran Ashwin,4,14,1,0,14,24,PBKS,IS Bindra Stadium,16-May-15
1067,Mitchell Starc,4,15,4,0,14,6,PBKS,M. Chinnaswamy Stadium,06-May-15
1068,Trent Boult,4,19,3,0,14,8,PBKS,IS Bindra Stadium,27-Apr-15
1069,Chris Morris,4,19,1,0,14,24,CSK,Narendra Modi Stadium,19-Apr-15
1070,Mitchell Starc,4,20,3,0,14,8,DC,Arun Jaitley Stadium,26-Apr-15
1071,Amit Mishra,4,20,1,0,14,24,KKR,Eden Gardens,07-May-15
1072,Ishwar Pandey,4,21,1,0,14,24,RCB,M. Chinnaswamy Stadium,22-Apr-15
1073,Chris Morris,4,21,0,0,14,0,PBKS,Maharashtra Cricket Association's International Stadium,10-Apr-15
1074,Mohit Sharma,4,22,1,0,14,24,KKR,Eden Gardens,30-Apr-15
1075,Shane Watson,4,25,1,1,14,24,DC,Brabourne Stadium,03-May-15
1076,Sreenath Aravind,4,27,4,0,14,6,PBKS,M. Chinnaswamy Stadium,06-May-15
1077,Ishwar Pandey,4,27,2,1,14,12,DC,Shaheed Veer Narayan Singh International Cricket Stadium,12-May-15
1078,Ashish Nehra,4,28,3,0,14,8,RCB,JSCA Stadium,22-May-15
1079,Ishwar Pandey,4,28,2,0,14,12,RCB,Chidambaram,04-May-15
1080,Morne Morkel,4,30,2,0,14,12,DC,Arun Jaitley Stadium,20-Apr-15
1081,Mitchell Johnson,4,34,2,0,14,12,RR,Maharashtra Cricket Association's International Stadium,10-Apr-15
1082,Sandeep Sharma,4,35,1,1,14,24,SRH,IS Bindra Stadium,27-Apr-15
1083,Dhawal Kulkarni,3,9,2,1,13,9,SRH,ACA-VDCA Stadium,16-Apr-15
1084,Mitchell McClenaghan,4,16,3,0,13,8,SRH,Rajiv Gandhi Intl. Cricket Stadium,17-May-15
1085,Zaheer Khan,4,17,2,0,13,12,PBKS,Arun Jaitley Stadium,01-May-15
1086,Nathan Coulter-Nile,3,14,0,0,13,0,PBKS,Maharashtra Cricket Association's International Stadium,15-Apr-15
1087,Sunil Narine,4,19,4,0,13,6,PBKS,Eden Gardens,09-May-15
1088,Ashish Nehra,4,19,3,0,13,8,RCB,Chidambaram,04-May-15
1089,Harshal Patel,4,19,2,0,13,12,CSK,Chidambaram,04-May-15
1090,Nathan Coulter-Nile,4,20,4,0,13,6,PBKS,Arun Jaitley Stadium,01-May-15
1091,Mitchell McClenaghan,4,20,3,0,13,8,SRH,Wankhede Stadium,25-Apr-15
1092,Sreenath Aravind,4,20,2,0,13,12,RR,Maharashtra Cricket Association's International Stadium,20-May-15
1093,Piyush Chawla,4,21,1,0,13,24,CSK,Eden Gardens,30-Apr-15
1094,Imran Tahir,4,22,3,0,13,8,MI,Arun Jaitley Stadium,23-Apr-15
1095,Mitchell Starc,4,22,3,0,13,8,RR,Narendra Modi Stadium,24-Apr-15
1096,Mitchell Starc,4,22,1,0,13,24,RR,Maharashtra Cricket Association's International Stadium,20-May-15
1097,Lasith Malinga,4,23,4,1,13,6,SRH,Wankhede Stadium,25-Apr-15
1098,Ashish Nehra,4,23,3,0,13,8,MI,Wankhede Stadium,17-Apr-15
1099,Mitchell Starc,4,24,3,1,13,8,CSK,Chidambaram,04-May-15
1100,Varun Aaron,4,24,2,0,13,12,DC,Arun Jaitley Stadium,26-Apr-15
1101,Andre Russell,4,24,1,0,13,24,DC,Eden Gardens,07-May-15
1102,Ravichandran Ashwin,4,24,0,0,13,0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,12-May-15
1103,Bhuvneshwar Kumar,4,26,3,0,13,8,MI,Wankhede Stadium,25-Apr-15
1104,Harbhajan Singh,4,27,3,0,13,8,RCB,M. Chinnaswamy Stadium,19-Apr-15
1105,Brad Hogg,4,29,4,0,13,6,CSK,Eden Gardens,30-Apr-15
1106,Zaheer Khan,4,31,0,0,13,0,RR,Brabourne Stadium,03-May-15
1107,Tim Southee,4,36,2,0,13,12,PBKS,Maharashtra Cricket Association's International Stadium,10-Apr-15
1108,Mitchell McClenaghan,4,38,2,0,13,12,DC,Arun Jaitley Stadium,23-Apr-15
1109,Anureet Singh,4,41,2,0,13,12,MI,Wankhede Stadium,12-Apr-15
1110,Mohit Sharma,3,10,1,0,12,18,PBKS,Chidambaram,25-Apr-15
1111,Sandeep Sharma,3,10,0,0,12,0,DC,Arun Jaitley Stadium,01-May-15
1112,Lasith Malinga,4,17,2,0,12,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,17-May-15
1113,Iqbal Abdulla,4,17,1,1,12,24,DC,Arun Jaitley Stadium,26-Apr-15
1114,Ravi Bopara,4,18,2,0,12,12,RR,ACA-VDCA Stadium,16-Apr-15
1115,Dwayne Bravo,3.4,17,2,0,12,11,RCB,Chidambaram,04-May-15
1116,Chris Morris,4,19,3,0,12,8,CSK,Chidambaram,10-May-15
1117,Moises Henriques,4,20,2,0,12,12,CSK,Rajiv Gandhi Intl. Cricket Stadium,02-May-15
1118,Pravin Tambe,4,21,2,0,12,12,SRH,ACA-VDCA Stadium,16-Apr-15
1119,Shakib Al Hasan,4,22,2,0,12,12,MI,Wankhede Stadium,14-May-15
1120,Ashish Nehra,3,17,1,0,12,18,PBKS,IS Bindra Stadium,16-May-15
1121,Anureet Singh,4,23,3,0,12,8,RR,Maharashtra Cricket Association's International Stadium,10-Apr-15
1122,Domnic Joseph,3,18,2,0,12,9,KKR,Arun Jaitley Stadium,20-Apr-15
1123,Mitchell Starc,4,24,1,0,12,24,CSK,M. Chinnaswamy Stadium,22-Apr-15
1124,Ashish Nehra,4,25,3,0,12,8,DC,Chidambaram,09-Apr-15
1125,Nathan Coulter-Nile,4,25,2,0,12,12,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,09-May-15
1126,Pat Cummins,4,25,0,0,12,0,CSK,Chidambaram,28-Apr-15
1127,Dhawal Kulkarni,4,28,2,0,12,12,RCB,Maharashtra Cricket Association's International Stadium,20-May-15
1128,Umesh Yadav,4,29,0,0,12,0,DC,Eden Gardens,07-May-15
1129,Ishwar Pandey,3,22,1,1,12,18,MI,Wankhede Stadium,17-Apr-15
1130,Nathan Coulter-Nile,4,30,2,1,12,12,MI,Wankhede Stadium,05-May-15
1131,Sandeep Sharma,4,30,1,0,12,24,DC,Maharashtra Cricket Association's International Stadium,15-Apr-15
1132,Bhuvneshwar Kumar,4,31,0,0,12,0,CSK,Chidambaram,11-Apr-15
1133,Stuart Binny,4,32,1,0,12,24,RCB,M. Chinnaswamy Stadium,29-Apr-15
1134,Anureet Singh,4,33,2,0,12,12,DC,Maharashtra Cricket Association's International Stadium,15-Apr-15
1135,Chris Morris,4,34,1,0,12,24,MI,Narendra Modi Stadium,14-Apr-15
1136,Lasith Malinga,4,35,1,1,12,24,RCB,M. Chinnaswamy Stadium,19-Apr-15
1137,Mitchell McClenaghan,4,43,1,0,12,24,RCB,M. Chinnaswamy Stadium,19-Apr-15
1138,Varun Aaron,4,50,0,0,12,0,MI,M. Chinnaswamy Stadium,19-Apr-15
1139,Ravindra Jadeja,4,11,4,0,11,6,RR,Chidambaram,10-May-15
1140,Karn Sharma,3,12,2,0,11,9,DC,Shaheed Veer Narayan Singh International Cricket Stadium,09-May-15
1141,Sunil Narine,4,17,1,0,11,24,PBKS,Maharashtra Cricket Association's International Stadium,18-Apr-15
1142,Vinay Kumar,3,13,1,0,11,18,RR,Narendra Modi Stadium,14-Apr-15
1143,Umesh Yadav,4,18,2,0,11,12,DC,Arun Jaitley Stadium,20-Apr-15
1144,Sandeep Sharma,4,19,1,1,11,24,RR,Maharashtra Cricket Association's International Stadium,10-Apr-15
1145,Bhuvneshwar Kumar,4,20,1,0,11,24,DC,Shaheed Veer Narayan Singh International Cricket Stadium,09-May-15
1146,Bhuvneshwar Kumar,4,23,2,0,11,12,PBKS,IS Bindra Stadium,27-Apr-15
1147,Lasith Malinga,4,23,1,0,11,24,DC,Arun Jaitley Stadium,23-Apr-15
1148,Mohit Sharma,4,25,3,0,11,8,RR,Chidambaram,10-May-15
1149,Dwayne Bravo,4,25,3,0,11,8,SRH,Rajiv Gandhi Intl. Cricket Stadium,02-May-15
1150,James Faulkner,4,26,3,0,11,8,PBKS,Maharashtra Cricket Association's International Stadium,10-Apr-15
1151,Andre Russell,4,26,2,0,11,12,CSK,Chidambaram,28-Apr-15
1152,James Faulkner,4,26,1,0,11,24,CSK,Narendra Modi Stadium,19-Apr-15
1153,Morne Morkel,4,27,2,0,11,12,PBKS,Maharashtra Cricket Association's International Stadium,18-Apr-15
1154,Lasith Malinga,4,27,1,1,11,24,RCB,Wankhede Stadium,10-May-15
1155,Morne Morkel,4,27,1,0,11,24,MI,Wankhede Stadium,14-May-15
1156,Lasith Malinga,4,27,0,0,11,0,KKR,Eden Gardens,08-Apr-15
1157,Yuzvendra Chahal,4,28,2,0,11,12,MI,M. Chinnaswamy Stadium,19-Apr-15
1158,Harshal Patel,4,28,1,0,11,24,CSK,M. Chinnaswamy Stadium,22-Apr-15
1159,Nathan Coulter-Nile,4,30,3,0,11,8,CSK,Chidambaram,09-Apr-15
1160,Bhuvneshwar Kumar,3.5,30,2,0,11,11.5,RCB,M. Chinnaswamy Stadium,13-Apr-15
1161,Pravin Tambe,4,32,1,0,11,24,SRH,Brabourne Stadium,07-May-15
1162,Sandeep Sharma,4,32,0,0,11,0,CSK,Chidambaram,25-Apr-15
1163,Umesh Yadav,4,33,3,0,11,8,PBKS,Maharashtra Cricket Association's International Stadium,18-Apr-15
1164,Lasith Malinga,4,33,2,0,11,12,DC,Wankhede Stadium,05-May-15
1165,Trent Boult,4,34,1,0,11,24,CSK,Chidambaram,11-Apr-15
1166,Praveen Kumar,4,34,1,0,11,24,RCB,M. Chinnaswamy Stadium,13-Apr-15
1167,Pawan Negi,4,34,0,0,11,0,MI,Chidambaram,08-May-15
1168,Morne Morkel,4,35,1,0,11,24,RCB,Eden Gardens,11-Apr-15
1169,Dhawal Kulkarni,4,36,1,0,11,24,RCB,M. Chinnaswamy Stadium,29-Apr-15
1170,Nathan Coulter-Nile,4,36,1,0,11,24,MI,Arun Jaitley Stadium,23-Apr-15
1171,Umesh Yadav,4,36,0,0,11,0,CSK,Chidambaram,28-Apr-15
1172,Harbhajan Singh,4,36,0,0,11,0,SRH,Wankhede Stadium,25-Apr-15
1173,Ashish Nehra,4,36,0,0,11,0,KKR,Eden Gardens,30-Apr-15
1174,Shane Watson,4,38,2,0,11,12,KKR,Brabourne Stadium,16-May-15
1175,Yuzvendra Chahal,4,40,3,0,11,8,CSK,M. Chinnaswamy Stadium,22-Apr-15
1176,Abu Nechim,4,41,0,0,11,0,SRH,M. Chinnaswamy Stadium,13-Apr-15
1177,Mitchell Johnson,4,43,0,0,11,0,RCB,M. Chinnaswamy Stadium,06-May-15
1178,Tim Southee,4,46,1,0,11,24,MI,Narendra Modi Stadium,14-Apr-15
1179,Ravindra Jadeja,3,11,0,0,10,0,KKR,Chidambaram,28-Apr-15
1180,JP Duminy,4,15,1,0,10,24,PBKS,Arun Jaitley Stadium,01-May-15
1181,Moises Henriques,4,16,3,0,10,8,PBKS,Rajiv Gandhi Intl. Cricket Stadium,11-May-15
1182,Brad Hogg,4,17,2,0,10,12,SRH,Eden Gardens,04-May-15
1183,Jayant Yadav,4,19,1,0,10,24,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,09-May-15
1184,Dhawal Kulkarni,3,15,1,0,10,18,MI,Narendra Modi Stadium,14-Apr-15
1185,Amit Mishra,4,21,1,0,10,24,CSK,Chidambaram,09-Apr-15
1186,Jagadeesha Suchith,4,21,1,0,10,24,CSK,Chidambaram,08-May-15
1187,Bhuvneshwar Kumar,3,16,0,0,10,0,MI,Rajiv Gandhi Intl. Cricket Stadium,17-May-15
1188,James Faulkner,4,22,2,0,10,12,DC,Brabourne Stadium,03-May-15
1189,Chris Morris,4,23,4,0,10,6,KKR,Brabourne Stadium,16-May-15
1190,Vinay Kumar,3.3,21,0,0,10,0,KKR,Eden Gardens,08-Apr-15
1191,Pawan Negi,4,25,2,0,10,12,PBKS,IS Bindra Stadium,16-May-15
1192,Lasith Malinga,4,25,2,0,10,12,CSK,Eden Gardens,24-May-15
1193,Sandeep Sharma,4,25,1,0,10,24,RR,Narendra Modi Stadium,21-Apr-15
1194,Nathan Coulter-Nile,4,26,1,0,10,24,SRH,ACA-VDCA Stadium,18-Apr-15
1195,Dale Steyn,4,27,1,0,10,24,DC,ACA-VDCA Stadium,18-Apr-15
1196,Harshal Patel,3.5,26,1,0,10,23,CSK,JSCA Stadium,22-May-15
1197,Iqbal Abdulla,4,28,1,0,10,24,RR,Narendra Modi Stadium,24-Apr-15
1198,Dhawal Kulkarni,3,21,1,0,10,18,PBKS,Maharashtra Cricket Association's International Stadium,10-Apr-15
1199,Sunil Narine,4,28,0,0,10,0,MI,Eden Gardens,08-Apr-15
1200,Dwayne Smith,4,8,4,0,18,6,KKR,Green Park,19-May-16
1201,Mustafizur Rahman,4,9,2,1,17,12,PBKS,Rajiv Gandhi Intl. Cricket Stadium,23-Apr-16
1202,Rajat Bhatia,4,10,1,1,17,24,MI,Wankhede Stadium,09-Apr-16
