,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date
1830,Deepak Chahar,4,47,0,0,KKR,Zayed Cricket Stadium,07-Oct-20
1831,Kartik Tyagi,4,47,0,0,PBKS,Zayed Cricket Stadium,30-Oct-20
1832,Jofra Archer,4,46,0,0,PBKS,Sharjah Cricket Stadium,27-Sep-20
1833,T Natarajan,4,46,0,0,RR,Dubai International Stadium,22-Oct-20
1834,Jaydev Unadkat,4,46,0,0,RCB,Dubai International Stadium,17-Oct-20
1835,Marcus Stoinis,4,46,1,24,KKR,Sharjah Cricket Stadium,03-Oct-20
1836,Jason Holder,4,46,1,24,DC,Dubai International Stadium,27-Oct-20
1837,Basil Thampi,4,46,1,24,KKR,Zayed Cricket Stadium,18-Oct-20
1838,Krishnappa Gowtham,4,45,1,24,MI,Zayed Cricket Stadium,01-Oct-20
1839,Kartik Tyagi,4,45,1,24,MI,Zayed Cricket Stadium,25-Oct-20
1840,Mohit Sharma,4,45,1,24,PBKS,Dubai International Stadium,20-Sep-20
1841,Mohammad Shami,4,45,2,12,RCB,Sharjah Cricket Stadium,15-Oct-20
1842,Khaleel Ahmed,4,45,2,12,CSK,Dubai International Stadium,13-Oct-20
1843,Isuru Udana,4,45,2,12,MI,Dubai International Stadium,28-Sep-20
1844,Ravichandran Ashwin,3,45,0,0,KKR,Zayed Cricket Stadium,24-Oct-20
1845,Shreyas Gopal,4,44,0,0,PBKS,Sharjah Cricket Stadium,27-Sep-20
1846,Jaydev Unadkat,4,44,0,0,CSK,Sharjah Cricket Stadium,22-Sep-20
1847,Mujeeb Ur Rahman,4,44,0,0,KKR,Zayed Cricket Stadium,10-Oct-20
1848,Daniel Sams,4,44,0,0,MI,Dubai International Stadium,05-Nov-20
1849,Ravindra Jadeja,4,44,0,0,DC,Dubai International Stadium,25-Sep-20
1850,Tom Curran,4,44,1,24,PBKS,Sharjah Cricket Stadium,27-Sep-20
1851,Anrich Nortje,4,44,2,12,CSK,Sharjah Cricket Stadium,17-Oct-20
1852,Chris Jordan,3.3,44,1,21,RR,Zayed Cricket Stadium,30-Oct-20
1853,Mohammed Siraj,3,44,0,0,PBKS,Sharjah Cricket Stadium,15-Oct-20
1854,Shreyas Gopal,3,44,1,18,KKR,Dubai International Stadium,01-Nov-20
1855,Navdeep Saini,4,43,0,0,MI,Dubai International Stadium,28-Sep-20
1856,Dale Steyn,4,43,0,0,MI,Zayed Cricket Stadium,28-Oct-20
1857,Shreyas Gopal,4,43,0,0,KKR,Dubai International Stadium,30-Sep-20
1858,Harshal Patel,4,43,0,0,RCB,Dubai International Stadium,05-Oct-20
1859,Jasprit Bumrah,4,43,1,24,CSK,Zayed Cricket Stadium,19-Sep-20
1860,Rahul Chahar,4,43,1,24,RCB,Zayed Cricket Stadium,28-Oct-20
1861,Murugan Ashwin,4,43,1,24,RR,Zayed Cricket Stadium,30-Oct-20
1862,Khaleel Ahmed,4,43,1,24,DC,Zayed Cricket Stadium,29-Sep-20
1863,T Natarajan,4,43,2,12,CSK,Dubai International Stadium,02-Oct-20
1864,Isuru Udana,3,43,0,0,RR,Dubai International Stadium,17-Oct-20
1865,Jasprit Bumrah,4,42,0,0,RCB,Dubai International Stadium,28-Sep-20
1866,Avesh Khan,4,42,0,0,CSK,Dubai International Stadium,25-Sep-20
1867,Kagiso Rabada,4,42,0,0,MI,Dubai International Stadium,05-Nov-20
1868,Trent Boult,4,42,1,24,PBKS,Zayed Cricket Stadium,01-Oct-20
1869,Prasidh Krishna,4,42,1,24,RCB,Sharjah Cricket Stadium,12-Oct-20
1870,Ravindra Jadeja,4,42,2,12,MI,Zayed Cricket Stadium,19-Sep-20
1871,Kartik Tyagi,3.1,42,0,0,SRH,Dubai International Stadium,22-Oct-20
1872,Ankit Rajpoot,3,42,0,0,MI,Zayed Cricket Stadium,06-Oct-20
1873,Chris Jordan,3,42,0,0,CSK,Dubai International Stadium,04-Oct-20
1874,Harpreet Brar,4,41,0,0,CSK,Dubai International Stadium,04-Oct-20
1875,Abdul Samad,4,41,1,24,CSK,Dubai International Stadium,02-Oct-20
1876,Isuru Udana,4,41,2,12,RR,Zayed Cricket Stadium,03-Oct-20
1877,Jasprit Bumrah,4,41,2,12,SRH,Sharjah Cricket Stadium,04-Oct-20
1878,T Natarajan,4,41,2,12,CSK,Dubai International Stadium,13-Oct-20
1879,Marcus Stoinis,4,41,2,12,KKR,Zayed Cricket Stadium,24-Oct-20
1880,Sandeep Sharma,4,41,2,12,MI,Sharjah Cricket Stadium,04-Oct-20
1881,Tushar Deshpande,2,41,0,0,PBKS,Dubai International Stadium,20-Oct-20
1882,Ravindra Jadeja,4,40,0,0,RR,Sharjah Cricket Stadium,22-Sep-20
1883,Tushar Deshpande,4,40,0,0,KKR,Zayed Cricket Stadium,24-Oct-20
1884,Trent Boult,4,40,0,0,RR,Zayed Cricket Stadium,25-Oct-20
1885,Anrich Nortje,4,40,0,0,SRH,Zayed Cricket Stadium,29-Sep-20
1886,Daniel Sams,4,40,0,0,RCB,Zayed Cricket Stadium,02-Nov-20
1887,Sunil Narine,4,40,1,24,RR,Dubai International Stadium,30-Sep-20
1888,Mohammad Shami,4,40,1,24,SRH,Dubai International Stadium,08-Oct-20
1889,Trent Boult,4,40,1,24,RCB,Zayed Cricket Stadium,28-Oct-20
1890,Jimmy Neesham,4,40,1,24,RR,Sharjah Cricket Stadium,27-Sep-20
1891,Isuru Udana,4,40,1,24,DC,Dubai International Stadium,05-Oct-20
1892,Shardul Thakur,4,40,2,12,RCB,Dubai International Stadium,10-Oct-20
1893,T Natarajan,4,40,2,12,KKR,Zayed Cricket Stadium,18-Oct-20
1894,James Pattinson,3.2,40,2,10,RR,Zayed Cricket Stadium,25-Oct-20
1895,Tom Curran,3.1,40,0,0,RCB,Zayed Cricket Stadium,03-Oct-20
1896,Ben Stokes,3,40,0,0,KKR,Dubai International Stadium,01-Nov-20
1897,Shivam Mavi,3,40,0,0,DC,Sharjah Cricket Stadium,03-Oct-20
1898,Kamlesh Nagarkoti,3,40,0,0,PBKS,Zayed Cricket Stadium,10-Oct-20
1899,Mujeeb Ur Rahman,4,39,0,0,SRH,Dubai International Stadium,08-Oct-20
1900,Krishnappa Gowtham,4,39,0,0,DC,Dubai International Stadium,20-Sep-20
1901,Kuldeep Yadav,4,39,0,0,MI,Zayed Cricket Stadium,23-Sep-20
1902,Ravi Bishnoi,4,39,0,0,CSK,Zayed Cricket Stadium,01-Nov-20
1903,Ankit Rajpoot,4,39,1,24,KKR,Dubai International Stadium,30-Sep-20
1904,Tushar Deshpande,4,39,1,24,CSK,Sharjah Cricket Stadium,17-Oct-20
1905,Shardul Thakur,4,39,1,24,DC,Sharjah Cricket Stadium,17-Oct-20
1906,Ankit Rajpoot,4,39,1,24,PBKS,Sharjah Cricket Stadium,27-Sep-20
1907,Shardul Thakur,4,39,2,12,PBKS,Dubai International Stadium,04-Oct-20
1908,Lungi Ngidi,4,39,3,8,PBKS,Zayed Cricket Stadium,01-Nov-20
1909,Deepak Chahar,4,38,0,0,DC,Dubai International Stadium,25-Sep-20
1910,Jasprit Bumrah,4,38,0,0,RR,Zayed Cricket Stadium,25-Oct-20
1911,Pat Cummins,4,38,0,0,RCB,Sharjah Cricket Stadium,12-Oct-20
1912,Washington Sundar,4,38,0,0,PBKS,Sharjah Cricket Stadium,15-Oct-20
1913,T Natarajan,4,38,0,0,MI,Sharjah Cricket Stadium,03-Nov-20
1914,Dwayne Bravo,4,38,0,0,PBKS,Dubai International Stadium,04-Oct-20
1915,Shreyas Gopal,4,38,1,24,CSK,Sharjah Cricket Stadium,22-Sep-20
1916,Lungi Ngidi,4,38,3,8,MI,Zayed Cricket Stadium,19-Sep-20
1917,Jofra Archer,3.4,38,0,0,RCB,Dubai International Stadium,17-Oct-20
1918,Chris Jordan,4,37,0,0,KKR,Zayed Cricket Stadium,10-Oct-20
1919,Navdeep Saini,4,37,0,0,PBKS,Dubai International Stadium,24-Sep-20
1920,Ravi Bishnoi,4,37,0,0,MI,Zayed Cricket Stadium,01-Oct-20
1921,Sunil Narine,4,37,0,0,DC,Zayed Cricket Stadium,24-Oct-20
1922,Sunil Narine,4,37,0,0,RR,Dubai International Stadium,01-Nov-20
1923,Tom Curran,4,37,1,24,KKR,Dubai International Stadium,30-Sep-20
1924,Navdeep Saini,4,37,1,24,RR,Zayed Cricket Stadium,03-Oct-20
1925,Krunal Pandya,4,37,1,24,CSK,Zayed Cricket Stadium,19-Sep-20
1926,Anrich Nortje,4,37,1,24,SRH,Dubai International Stadium,27-Oct-20
1927,Yuzvendra Chahal,4,37,2,12,MI,Zayed Cricket Stadium,28-Oct-20
1928,Karn Sharma,4,37,2,12,SRH,Dubai International Stadium,13-Oct-20
1929,Tushar Deshpande,4,37,2,12,RR,Dubai International Stadium,14-Oct-20
1930,Dwayne Bravo,4,37,3,8,KKR,Zayed Cricket Stadium,07-Oct-20
1931,Rahul Tewatia,4,37,3,8,CSK,Sharjah Cricket Stadium,22-Sep-20
1932,Khaleel Ahmed,3.5,37,2,11.5,RR,Dubai International Stadium,11-Oct-20
1933,Krunal Pandya,3.1,37,0,0,SRH,Sharjah Cricket Stadium,03-Nov-20
1934,Sam Curran,3,37,0,0,SRH,Dubai International Stadium,02-Oct-20
1935,James Pattinson,3,37,0,0,DC,Zayed Cricket Stadium,11-Oct-20
1936,Kamlesh Nagarkoti,4,36,0,0,RCB,Sharjah Cricket Stadium,12-Oct-20
1937,Axar Patel,4,36,0,0,SRH,Dubai International Stadium,27-Oct-20
1938,Sandeep Sharma,4,36,0,0,RCB,Dubai International Stadium,21-Sep-20
1939,Rahul Chahar,4,36,0,0,SRH,Sharjah Cricket Stadium,03-Nov-20
1940,Anrich Nortje,4,36,0,0,SRH,Zayed Cricket Stadium,08-Nov-20
1941,Trent Boult,4,36,1,24,DC,Zayed Cricket Stadium,11-Oct-20
1942,Kieron Pollard,4,36,1,24,DC,Dubai International Stadium,05-Nov-20
1943,Kartik Tyagi,4,36,1,24,MI,Zayed Cricket Stadium,06-Oct-20
1944,Rahul Chahar,4,36,1,24,CSK,Zayed Cricket Stadium,19-Sep-20
1945,Mohammad Shami,4,36,1,24,MI,Zayed Cricket Stadium,01-Oct-20
1946,Chris Morris,4,36,1,24,MI,Zayed Cricket Stadium,28-Oct-20
1947,Kartik Tyagi,4,36,2,12,KKR,Dubai International Stadium,01-Nov-20
1948,Chris Morris,3.4,36,1,22,CSK,Dubai International Stadium,25-Oct-20
1949,Rahul Chahar,3,36,0,0,RR,Zayed Cricket Stadium,25-Oct-20
1950,Lungi Ngidi,4,62,0,0,MI,Arun Jaitley Stadium,01-May-21
1951,Pat Cummins,4,58,0,0,CSK,Wankhede Stadium,21-Apr-21
1952,Sam Curran,4,58,1,24,KKR,Wankhede Stadium,21-Apr-21
1953,Sam Curran,4,56,0,0,KKR,Zayed Cricket Stadium,26-Sep-21
1954,Lockie Ferguson,4,56,0,0,CSK,Dubai International Stadium,15-Oct-21
1955,Siddarth Kaul,4,56,0,0,MI,Zayed Cricket Stadium,08-Oct-21
1956,Shardul Thakur,4,56,1,24,MI,Arun Jaitley Stadium,01-May-21
1957,Jasprit Bumrah,4,56,1,24,CSK,Arun Jaitley Stadium,01-May-21
1958,Sam Curran,4,55,0,0,RR,Zayed Cricket Stadium,02-Oct-21
1959,Jhye Richardson,4,55,1,24,RR,Wankhede Stadium,12-Apr-21
1960,Josh Hazlewood,4,54,0,0,RR,Zayed Cricket Stadium,02-Oct-21
1961,Harshal Patel,4,53,0,0,PBKS,Narendra Modi Stadium,30-Apr-21
1962,Mohammad Shami,4,53,0,0,DC,Wankhede Stadium,18-Apr-21
1963,Shardul Thakur,3.4,53,2,11,DC,Wankhede Stadium,10-Apr-21
1964,Jason Holder,4,52,4,6,MI,Zayed Cricket Stadium,08-Oct-21
1965,Mustafizur Rahman,4,51,0,0,CSK,Zayed Cricket Stadium,02-Oct-21
1966,Harshal Patel,4,51,3,8,CSK,Wankhede Stadium,25-Apr-21
1967,Chris Morris,4,50,0,0,RCB,Dubai International Stadium,29-Sep-21
1968,Sandeep Sharma,4,50,1,24,RR,Arun Jaitley Stadium,02-May-21
1969,Prasidh Krishna,4,49,0,0,CSK,Wankhede Stadium,21-Apr-21
1970,Riley Meredith,4,49,1,24,RR,Wankhede Stadium,12-Apr-21
1971,Dhawal Kulkarni,4,48,0,0,CSK,Arun Jaitley Stadium,01-May-21
1972,Adam Milne,4,48,1,24,RCB,Dubai International Stadium,26-Sep-21
1973,Umran Malik,4,48,1,24,MI,Zayed Cricket Stadium,08-Oct-21
1974,Deepak Chahar,4,48,1,24,PBKS,Dubai International Stadium,07-Oct-21
1975,Shardul Thakur,3.1,48,0,0,KKR,Wankhede Stadium,21-Apr-21
1976,Chris Morris,4,47,0,0,PBKS,Dubai International Stadium,21-Sep-21
1977,Avesh Khan,4,47,1,24,CSK,Dubai International Stadium,10-Oct-21
1978,Ravichandran Ashwin,4,47,1,24,CSK,Wankhede Stadium,10-Apr-21
1979,Harshal Patel,4,47,3,8,RR,Wankhede Stadium,22-Apr-21
1980,Nathan Ellis,4,46,0,0,KKR,Dubai International Stadium,01-Oct-21
1981,Bhuvneshwar Kumar,4,45,0,0,MI,Chidambaram,17-Apr-21
1982,Mustafizur Rahman,4,45,0,0,PBKS,Wankhede Stadium,12-Apr-21
1983,Rahul Tewatia,4,45,1,24,SRH,Arun Jaitley Stadium,02-May-21
1984,Bhuvneshwar Kumar,4,45,1,24,KKR,Chidambaram,11-Apr-21
1985,Jagadeesha Suchith,3,45,0,0,CSK,Arun Jaitley Stadium,28-Apr-21
1986,Shardul Thakur,4,44,0,0,SRH,Arun Jaitley Stadium,28-Apr-21
